0.0	61.0	0.823130011559
61.0	1045.0	0.697030007839
61.0	9193.0	0.602814018726
9193.0	9482.0	0.587908029556
9193.0	14788.0	0.21940100193
9482.0	9688.0	0.573423027992
9482.0	14340.0	0.200746998191
9688.0	9865.0	0.271640986204
9688.0	10383.0	0.547397971153
10383.0	10531.0	0.235514000058
10383.0	10859.0	0.529456019402
10859.0	11176.0	0.474444001913
10859.0	13604.0	0.336526989937
11176.0	11210.0	0.209999993443
11176.0	11417.0	0.439603000879
11417.0	11622.0	0.383668988943
11417.0	12428.0	0.292311012745
12428.0	12527.0	0.241451993585
12428.0	12667.0	0.201418995857
11622.0	11675.0	0.2374420017
11622.0	11875.0	0.323559999466
11875.0	11989.0	0.288313001394
11875.0	12152.0	0.203344002366
9865.0	9924.0	0.203896999359
9865.0	10136.0	0.200679004192
1045.0	1148.0	0.289891988039
1045.0	1854.0	0.658810973167
1854.0	1874.0	0.648304998875
1854.0	8076.0	0.233371004462
1874.0	2135.0	0.277247011662
1874.0	2661.0	0.630943000317
2661.0	3408.0	0.37149399519
2661.0	4094.0	0.581269025803
4094.0	4280.0	0.238233998418
4094.0	4614.0	0.561926007271
4614.0	4650.0	0.540724992752
4614.0	7353.0	0.207462996244
4650.0	4907.0	0.469776988029
4650.0	6332.0	0.372272014618
6332.0	6717.0	0.330022990704
6332.0	6916.0	0.213410004973
4907.0	5039.0	0.243782997131
4907.0	5158.0	0.422228008509
5158.0	5437.0	0.316217988729
5158.0	5868.0	0.344792991877
1148.0	1286.0	0.230754002929
1148.0	1496.0	0.215238004923
